id,sessionStart,sessionStop,connectorType,energy_consumption(kWh),authType,authId,chargerId,locationId,duration_hrs,time_based_util_rate,Month,Season,day,Carbon_Intensity_(gCO2/kWh),Carbon_Emissions_(gCO2),hour,day_type,emission_per_kWh,month_name
1f041bfa-8676-4d5c-972c-d504c1102e9b,2021-03-21 16:17:00,2021-03-21 18:01:00,IEC_62196_T2,11.889,ANONYMOUS,2377311,5000194,50112,1.730277778,7.209490741,3,Spring,Sunday,99,1177.011,16,weekend,99.0,March
b0f5d86a-4be1-4f3d-bb4e-6b39d82965fd,2021-03-21 18:33:00,2021-03-21 19:04:00,CHADEMO,8.182,CUSTOMER,1075863,5000196,50112,0.518333333,2.159722222,3,Spring,Sunday,127,1039.114,18,weekend,127.0,March
966f20ac-5b80-48f0-8038-036c8d3fd949,2021-03-21 20:24:00,2021-03-21 20:54:00,IEC_62196_T2_COMBO,22.794,CUSTOMER,1073736,5000199,50112,0.503055556,2.096064815,3,Spring,Sunday,129,2940.426,20,weekend,129.0,March
c9df9779-3d5d-4507-981e-a6e034b17c3e,2021-03-21 22:23:00,2021-03-21 23:15:00,IEC_62196_T2_COMBO,23.107,CUSTOMER,1073736,5000199,50112,0.862777778,3.594907407,3,Spring,Sunday,108,2495.556,22,weekend,108.0,March
60d80b60-c7b7-4888-b8b6-8175b3bee602,2021-03-22 07:04:00,2021-03-22 07:55:00,CHADEMO,27.822,CUSTOMER,1053468,5000194,50112,0.859444444,3.581018519,3,Spring,Monday,56,1558.032,7,weekday,56.0,March
b98b611b-9d73-4891-96d9-08f502de7617,2021-03-22 10:35:00,2021-03-22 11:09:00,CHADEMO,8.066,ANONYMOUS,2381052,5000197,50112,0.565277778,2.355324074,3,Spring,Monday,79,637.214,10,weekday,79.0,March
da11616b-0f84-4523-94f3-276de216daf2,2021-03-22 12:56:00,2021-03-22 13:55:00,IEC_62196_T2_COMBO,69.717,CUSTOMER,1062181,5000198,50112,0.989444444,4.122685185,3,Spring,Monday,73,5089.341,12,weekday,73.0,March
ede73a66-abf8-40cb-b47d-62c8cc1b40e2,2021-03-22 13:06:00,2021-03-22 13:32:00,IEC_62196_T2_COMBO,13.493,ANONYMOUS,2382567,5000196,50112,0.44,1.833333333,3,Spring,Monday,73,984.989,13,weekday,73.0,March
fa95940d-0463-4305-875c-b82ddf230b5d,2021-03-22 14:10:00,2021-03-22 14:47:00,IEC_62196_T2_COMBO,30.065,CHARGE_CARD,14263420,5000196,50112,0.606944444,2.528935185,3,Spring,Monday,73,2194.745,14,weekday,73.0,March
c7a6a0ec-c492-4a05-9d39-2f78fbcbbafe,2021-03-22 15:46:00,2021-03-22 16:20:00,IEC_62196_T2_COMBO,39.699,CUSTOMER,1073758,5000198,50112,0.568333333,2.368055556,3,Spring,Monday,87,3453.813,15,weekday,87.0,March
e6ef4b3d-e2ea-491f-a6db-65105725a480,2021-03-22 18:35:00,2021-03-22 19:07:00,CHADEMO,7.213,CUSTOMER,1056758,5000196,50112,0.523888889,2.18287037,3,Spring,Monday,129,930.477,18,weekday,129.0,March
15b10bcc-91bf-4301-b418-02bade0c0268,2021-03-22 19:16:00,2021-03-22 19:41:00,CHADEMO,9.924,CUSTOMER,1076569,5000194,50112,0.426111111,1.775462963,3,Spring,Monday,126,1250.424,19,weekday,126.0,March
d5f2d7c7-ff0c-479b-b1dc-8274a56d0d72,2021-03-23 08:24:00,2021-03-23 10:12:00,IEC_62196_T2_COMBO,53.153,CUSTOMER,1062479,5000194,50112,1.787777778,7.449074074,3,Spring,Tuesday,45,2391.885,8,weekday,45.00000000000001,March
727d1fc4-a90f-4e27-b7a6-4907a71c9628,2021-03-23 11:07:00,2021-03-23 11:43:00,CHADEMO,27.301,ANONYMOUS,2387404,5000196,50112,0.594166667,2.475694444,3,Spring,Tuesday,18,491.418,11,weekday,18.0,March
20841b74-ab0c-4b4e-b430-b3306c6b7638,2021-03-23 17:09:00,2021-03-23 17:31:00,IEC_62196_T2_COMBO,17.364,CHARGE_CARD,18212821,5000197,50112,0.351944444,1.466435185,3,Spring,Tuesday,17,295.188,17,weekday,17.0,March
d16cef2b-d378-4290-a115-c867ad3b51e3,2021-03-23 19:52:00,2021-03-23 20:22:00,CHADEMO,13.804,CUSTOMER,1076569,5000197,50112,0.491666667,2.048611111,3,Spring,Tuesday,17,234.668,19,weekday,17.0,March
64ffae7a-1985-42ff-b4a0-84166718d0a6,2021-03-23 21:14:00,2021-03-23 21:50:00,IEC_62196_T2_COMBO,15.79,CHARGE_CARD,18323993,5000197,50112,0.606388889,2.52662037,3,Spring,Tuesday,19,300.01,21,weekday,19.0,March
9c3700c7-e34e-4386-8b47-0d6b8e6a9330,2021-03-23 22:32:00,2021-03-23 23:01:00,CHADEMO,9.71,CUSTOMER,1076569,5000196,50112,0.487777778,2.032407407,3,Spring,Tuesday,22,213.62,22,weekday,22.0,March
60664fdd-5b5b-4953-aa8b-a2c7e7a9693f,2021-03-24 06:53:00,2021-03-24 07:34:00,CHADEMO,11.503,CUSTOMER,1075847,5000194,50112,0.694166667,2.892361111,3,Spring,Wednesday,27,310.581,6,weekday,27.0,March
8fd0894b-cd0d-476f-898c-a2d28ddd92e7,2021-03-24 07:03:00,2021-03-24 07:57:00,CHADEMO,21.593,CUSTOMER,1053468,5000195,50112,0.908333333,3.784722222,3,Spring,Wednesday,27,583.011,7,weekday,27.0,March
6542bd48-3f1b-4322-9e1b-153310f8084b,2021-03-24 09:05:00,2021-03-24 09:13:00,IEC_62196_T2_COMBO,10.614,ANONYMOUS,2392510,5000199,50112,0.133333333,0.555555556,3,Spring,Wednesday,21,222.894,9,weekday,21.0,March
e2dd6769-c83b-4815-a0be-e02bf93af338,2021-03-24 09:30:00,2021-03-24 11:18:00,IEC_62196_T2_COMBO,56.462,CHARGE_CARD,18323978,5000194,50112,1.805833333,7.524305556,3,Spring,Wednesday,22,1242.164,9,weekday,22.0,March
bbc8d841-7ad4-4209-938f-426bb300ac0b,2021-03-24 10:45:00,2021-03-24 11:34:00,IEC_62196_T2_COMBO,29.242,CUSTOMER,1077276,5000196,50112,0.816666667,3.402777778,3,Spring,Wednesday,20,584.84,10,weekday,20.0,March
c168d81c-9c64-4fdb-b1d2-536a5ccbb964,2021-03-24 11:40:00,2021-03-24 12:09:00,IEC_62196_T2_COMBO,15.841,CHARGE_CARD,18203714,5000196,50112,0.483888889,2.016203704,3,Spring,Wednesday,22,348.502,11,weekday,22.0,March
a3ebb3d9-edd3-473c-bfdb-c41abbd1962b,2021-03-24 13:45:00,2021-03-24 14:47:00,IEC_62196_T2_COMBO,29.877,CUSTOMER,1073736,5000199,50112,1.039444444,4.331018519,3,Spring,Wednesday,23,687.171,13,weekday,23.000000000000004,March
2016be4c-a26c-46bb-87d7-40870818c0b3,2021-03-24 18:22:00,2021-03-24 19:06:00,IEC_62196_T2_COMBO,26.739,CHARGE_CARD,18605207,5000199,50112,0.721111111,3.00462963,3,Spring,Wednesday,22,588.258,18,weekday,22.0,March
f0bd9a1e-e646-4ff5-bdab-7c1d248ae8c7,2021-03-24 19:16:00,2021-03-24 19:52:00,CHADEMO,6.265,CUSTOMER,1075863,5000194,50112,0.589722222,2.457175926,3,Spring,Wednesday,39,244.335,19,weekday,39.0,March
29846676-b6ce-4761-9b3d-8f938015c049,2021-03-24 20:22:00,2021-03-24 20:47:00,CHADEMO,11.107,CUSTOMER,1075863,5000194,50112,0.419166667,1.746527778,3,Spring,Wednesday,33,366.531,20,weekday,33.0,March
2336e499-c41a-459f-84ef-bf7d705db482,2021-03-24 20:28:00,2021-03-24 21:13:00,IEC_62196_T2_COMBO,21.201,CUSTOMER,1054005,5000199,50112,0.743333333,3.097222222,3,Spring,Wednesday,33,699.633,20,weekday,33.0,March
7cd187fc-ed33-4cc6-b2e6-4188837ee24f,2021-03-25 07:10:00,2021-03-25 07:57:00,CHADEMO,20.243,CUSTOMER,1053468,5000194,50112,0.788888889,3.287037037,3,Spring,Thursday,29,587.047,7,weekday,29.000000000000004,March
6f998eb5-9c88-4c67-b4ae-2e875c893854,2021-03-25 09:15:00,2021-03-25 10:53:00,IEC_62196_T2_COMBO,34.432,ANONYMOUS,2399076,5000199,50112,1.630277778,6.792824074,3,Spring,Thursday,24,826.368,9,weekday,24.0,March
d3967e98-087a-4797-a12a-4a425c85a162,2021-03-25 09:21:00,2021-03-25 10:03:00,CHADEMO,13.58,CUSTOMER,1075847,5000196,50112,0.696388889,2.90162037,3,Spring,Thursday,24,325.92,9,weekday,24.0,March
95aa5d40-ae8e-4c89-b225-d5df4a55e25e,2021-03-25 11:34:00,2021-03-25 13:08:00,CHADEMO,17.631,CUSTOMER,1050469,5000196,50112,1.551388889,6.46412037,3,Spring,Thursday,22,387.882,11,weekday,22.0,March
cf0ac99f-0332-43c9-922e-edc44bdd05c3,2021-03-25 11:52:00,2021-03-25 12:15:00,IEC_62196_T2_COMBO,42.509,CHARGE_CARD,18212821,5000199,50112,0.373611111,1.556712963,3,Spring,Thursday,19,807.671,11,weekday,19.0,March
6d070d89-fe71-4df3-baaa-e39c4d73f83b,2021-03-25 16:32:00,2021-03-25 16:55:00,IEC_62196_T2_COMBO,10.171,CHARGE_CARD,18323993,5000194,50112,0.375,1.5625,3,Spring,Thursday,21,213.591,16,weekday,21.000000000000004,March
dc21bd52-f6ea-4f67-b00f-db27acea81a8,2021-03-25 17:04:00,2021-03-25 17:51:00,CHADEMO,13.918,CUSTOMER,1076569,5000195,50112,0.784722222,3.269675926,3,Spring,Thursday,21,292.278,17,weekday,21.000000000000004,March
9cda68fb-df93-449a-97b8-4d0a38eca335,2021-03-25 19:30:00,2021-03-25 19:48:00,IEC_62196_T2_COMBO,11.851,CUSTOMER,1073170,5000199,50112,0.313055556,1.304398148,3,Spring,Thursday,22,260.722,19,weekday,21.999999999999996,March
b9e46da8-8a15-45bb-a5f0-5dc05abd880e,2021-03-25 19:51:00,2021-03-25 20:20:00,CHADEMO,11.368,CUSTOMER,1076569,5000196,50112,0.484444444,2.018518519,3,Spring,Thursday,22,250.096,19,weekday,22.0,March
83e2ea98-38e9-4037-9c67-e6e3369340c7,2021-03-26 03:07:00,2021-03-26 03:44:00,CHADEMO,12.774,CUSTOMER,1053468,5000194,50112,0.610833333,2.545138889,3,Spring,Friday,19,242.706,3,weekday,19.0,March
b3c46766-876d-4fd5-8492-188939d29c53,2021-03-26 06:58:00,2021-03-26 07:59:00,CHADEMO,22.166,CUSTOMER,1053468,5000194,50112,1.012222222,4.217592593,3,Spring,Friday,20,443.32,6,weekday,20.0,March
b007f678-d15c-4bed-85f7-acee7a9debe7,2021-03-26 07:52:00,2021-03-26 08:32:00,IEC_62196_T2_COMBO,61.763,CHARGE_CARD,18212821,5000199,50112,0.666944444,2.778935185,3,Spring,Friday,19,1173.497,7,weekday,19.0,March
5bb7444f-9c90-436b-811b-08411625f0c5,2021-03-26 08:31:00,2021-03-26 09:10:00,IEC_62196_T2_COMBO,30.568,CUSTOMER,1062479,5000194,50112,0.660277778,2.751157407,3,Spring,Friday,19,580.792,8,weekday,19.0,March
0bf59ef3-f6cd-46f5-bb50-0fa60a08b3da,2021-03-26 10:50:00,2021-03-26 11:19:00,IEC_62196_T2_COMBO,9.72,CUSTOMER,1073736,5000199,50112,0.486388889,2.02662037,3,Spring,Friday,20,194.4,10,weekday,20.0,March
6b64a6c5-50a9-414f-a8ec-77a897b07f45,2021-03-26 11:34:00,2021-03-26 12:04:00,CHADEMO,6.417,CUSTOMER,1075863,5000194,50112,0.504166667,2.100694444,3,Spring,Friday,19,121.923,11,weekday,19.0,March
ef4d4df3-f0d5-40da-bed9-3613f1548255,2021-03-26 12:13:00,2021-03-26 13:25:00,CHADEMO,47.532,CUSTOMER,1064719,5000197,50112,1.198888889,4.99537037,3,Spring,Friday,17,808.044,12,weekday,17.0,March
285b4966-61a2-4f6c-b8f5-206efa6f02cc,2021-03-26 12:39:00,2021-03-26 13:08:00,IEC_62196_T2_COMBO,21.056,CUSTOMER,1026848,5000195,50112,0.484444444,2.018518519,3,Spring,Friday,18,379.008,12,weekday,18.0,March
ea4676d4-bfbd-4089-a607-48c70862c30f,2021-03-26 13:56:00,2021-03-26 14:39:00,IEC_62196_T2_COMBO,22.77,CUSTOMER,1054005,5000199,50112,0.712222222,2.967592593,3,Spring,Friday,17,387.09,13,weekday,17.0,March
7c32c882-49ab-420e-9220-e88af093ace4,2021-03-26 16:30:00,2021-03-26 17:04:00,CHADEMO,19.211,CUSTOMER,1053468,5000194,50112,0.570555556,2.377314815,3,Spring,Friday,22,422.642,16,weekday,22.0,March
69e6553f-adb1-4334-927a-f4b2d81ff525,2021-03-26 16:52:00,2021-03-26 18:06:00,IEC_62196_T2_COMBO,59.437,CUSTOMER,1077503,5000196,50112,1.235555556,5.148148148,3,Spring,Friday,22,1307.614,16,weekday,22.0,March
8f6e7989-5d2f-4584-bf18-a81278363488,2021-03-26 18:02:00,2021-03-26 18:25:00,CHADEMO,8.091,CUSTOMER,1076569,5000194,50112,0.384444444,1.601851852,3,Spring,Friday,23,186.093,18,weekday,23.0,March
5f62e38a-3e42-4279-837e-b7e3032b5221,2021-03-26 21:36:00,2021-03-27 00:14:00,IEC_62196_T2,29.022,ANONYMOUS,2411950,5000194,50112,2.628611111,10.9525463,3,Spring,Friday,32,928.704,21,weekday,32.0,March
c72b0951-4352-4b26-b3b5-b0cc7b4122a3,2021-03-27 10:48:00,2021-03-27 12:06:00,IEC_62196_T2_COMBO,43.211,CUSTOMER,1056332,5000194,50112,1.300555556,5.418981481,3,Spring,Saturday,26,1123.486,10,weekend,26.000000000000004,March
00d89254-262a-41a4-81eb-1dcaa81e713a,2021-03-27 11:11:00,2021-03-27 11:41:00,CHADEMO,12.684,CUSTOMER,1076569,5000197,50112,0.500277778,2.084490741,3,Spring,Saturday,26,329.784,11,weekend,26.0,March
18eb195c-4974-48cd-a516-e9211b2beea4,2021-03-27 12:22:00,2021-03-27 13:12:00,IEC_62196_T2_COMBO,51.069,CHARGE_CARD,14309663,5000199,50112,0.831944444,3.466435185,3,Spring,Saturday,29,1481.001,12,weekend,28.999999999999996,March
7ed7a7ba-ee07-4789-a9af-ee3bec725389,2021-03-27 12:23:00,2021-03-27 13:07:00,IEC_62196_T2_COMBO,19.429,CHARGE_CARD,18323993,5000197,50112,0.74,3.083333333,3,Spring,Saturday,29,563.441,12,weekend,29.000000000000004,March
22631343-89d1-4f10-bd14-020129927f2f,2021-03-27 12:49:00,2021-03-27 13:37:00,IEC_62196_T2,12.481,ANONYMOUS,2415562,5000195,50112,0.805,3.354166667,3,Spring,Saturday,32,399.392,12,weekend,32.0,March
01acdf66-2f78-448e-a020-99b11383a987,2021-03-27 12:59:00,2021-03-27 13:19:00,IEC_62196_T2_COMBO,15.453,CUSTOMER,1077591,5000196,50112,0.333333333,1.388888889,3,Spring,Saturday,32,494.496,12,weekend,32.0,March
947f6633-362b-446a-9eeb-6ce374919b19,2021-03-27 13:14:00,2021-03-27 13:53:00,IEC_62196_T2_COMBO,19.814,CUSTOMER,1063711,5000197,50112,0.652222222,2.717592593,3,Spring,Saturday,32,634.048,13,weekend,32.0,March
df7ab553-8273-46b3-ad2c-b6019196c379,2021-03-27 16:34:00,2021-03-27 17:02:00,IEC_62196_T2_COMBO,38.894,CUSTOMER,1071508,5000199,50112,0.468611111,1.952546296,3,Spring,Saturday,27,1050.138,16,weekend,27.0,March
b6463fb6-7703-4875-a486-193cc10dc76e,2021-03-27 17:02:00,2021-03-27 17:45:00,IEC_62196_T2_COMBO,35.077,CHARGE_CARD,15621806,5000194,50112,0.723055556,3.012731481,3,Spring,Saturday,26,912.002,17,weekend,26.0,March
62076723-6866-482a-a1db-84cc56db70fa,2021-03-27 19:00:00,2021-03-27 19:31:00,CHADEMO,11.789,CUSTOMER,1075847,5000195,50112,0.521666667,2.173611111,3,Spring,Saturday,26,306.514,19,weekend,26.0,March
b2abce43-d161-4b76-a209-2a29cea1998b,2021-03-28 06:34:00,2021-03-28 07:49:00,CHADEMO,28.773,CUSTOMER,1053468,5000194,50112,1.25,5.208333333,3,Spring,Sunday,29,834.417,6,weekend,29.0,March
441e783b-7894-4990-91a4-7c0b14fa9a21,2021-03-28 09:32:00,2021-03-28 10:01:00,IEC_62196_T2_COMBO,29.153,ANONYMOUS,2421385,5000199,50112,0.479722222,1.998842593,3,Spring,Sunday,26,757.978,9,weekend,26.0,March
5aac63fd-b5f9-40bc-a9bf-b926f61985fd,2021-03-28 10:28:00,2021-03-28 10:58:00,IEC_62196_T2_COMBO,23.595,CUSTOMER,1073736,5000199,50112,0.487222222,2.030092593,3,Spring,Sunday,28,660.66,10,weekend,28.0,March
cc084e08-64cf-461c-897d-0abd89a5c0fd,2021-03-28 10:53:00,2021-03-28 11:58:00,IEC_62196_T2_COMBO,48.154,CUSTOMER,1077693,5000197,50112,1.073055556,4.471064815,3,Spring,Sunday,27,1300.158,10,weekend,26.999999999999996,March
ef237429-49a8-47c0-8cd6-ce5c68080ef4,2021-03-28 13:56:00,2021-03-28 14:27:00,IEC_62196_T2_COMBO,26.179,CUSTOMER,1073736,5000199,50112,0.518055556,2.158564815,3,Spring,Sunday,26,680.654,13,weekend,26.0,March
54418bd3-e174-4f70-8d04-781a6f5fbc3f,2021-03-28 14:42:00,2021-03-28 14:54:00,IEC_62196_T2_COMBO,10.991,ANONYMOUS,2425667,5000199,50112,0.196666667,0.819444444,3,Spring,Sunday,25,274.775,14,weekend,25.0,March
f4b8a37b-a487-40e0-acd7-737a7337e433,2021-03-28 15:20:00,2021-03-28 16:02:00,CHADEMO,17.564,CUSTOMER,1073160,5000196,50112,0.701388889,2.922453704,3,Spring,Sunday,25,439.1,15,weekend,25.0,March
24ef9d5a-7a37-4fb0-8f82-1d066d857cb6,2021-03-28 21:06:00,2021-03-28 21:59:00,IEC_62196_T2_COMBO,26.227,CUSTOMER,1073736,5000199,50112,0.891666667,3.715277778,3,Spring,Sunday,23,603.221,21,weekend,23.0,March
2956df52-1456-45ff-b89a-a54aa39f0d05,2021-03-29 09:21:00,2021-03-29 09:51:00,CHADEMO,7.969,CUSTOMER,1075847,5000196,50112,0.507222222,2.113425926,3,Spring,Monday,22,175.318,9,weekday,22.0,March
7850c728-f997-4f0f-8677-00b2e64b4b7e,2021-03-29 09:58:00,2021-03-29 10:58:00,IEC_62196_T2_COMBO,24.469,CHARGE_CARD,18605207,5000196,50112,0.996666667,4.152777778,3,Spring,Monday,21,513.849,9,weekday,21.0,March
392bd3b7-c7e6-4a00-b016-f9c4f5cb7c3d,2021-03-29 12:16:00,2021-03-29 13:12:00,IEC_62196_T2_COMBO,62.932,CUSTOMER,1062181,5000198,50112,0.934722222,3.894675926,3,Spring,Monday,20,1258.64,12,weekday,20.0,March
0b39dd53-569a-417f-9d78-8b171ba075b5,2021-03-30 06:45:00,2021-03-30 12:08:00,IEC_62196_T2,56.337,ANONYMOUS,2433911,5000194,50112,5.384166667,22.43402778,3,Spring,Tuesday,25,1408.425,6,weekday,24.999999999999996,March
21671169-bade-4172-bb43-af40afbd4189,2021-03-30 09:41:00,2021-03-30 10:10:00,IEC_62196_T2_COMBO,18.274,CUSTOMER,1073736,5000199,50112,0.497777778,2.074074074,3,Spring,Tuesday,50,913.7,9,weekday,50.0,March
d4299732-957a-482a-bc9e-42890a8f5408,2021-03-30 13:04:00,2021-03-30 14:01:00,IEC_62196_T2_COMBO,62.975,ANONYMOUS,2436740,5000199,50112,0.945,3.9375,3,Spring,Tuesday,43,2707.925,13,weekday,43.0,March
a8dce65d-81b8-4c39-aeff-7380c23fc5f5,2021-03-30 15:21:00,2021-03-30 15:56:00,IEC_62196_T2_COMBO,16.821,CUSTOMER,1077904,5000196,50112,0.588333333,2.451388889,3,Spring,Tuesday,79,1328.859,15,weekday,78.99999999999999,March
